Geneid	SRR10416712
23254	191
200197	28
55092	818
727684	2
114827	34
101927417	6
79180	15271
11330	0
63036	0
51032	8
842	372
23341	1058
79814	490
84301	458
6248	303
23207	3040
284723	25
388595	0
54751	1425
440567	329
729614	72
23013	8102
7709	672
101928566	0
149563	0
27129	0
1187	0
1188	0
348487	8
1969	7946
128272	494
101927546	4
79363	96
54455	708
26099	7262
374955	0
55707	1282
114819	28
26871	0
100126512	0
100126517	0
102724970	0
100133301	0
7195	0
55672	263
84809	380
11209	14
26869	0
729574	0
100126533	0
284729	0
100189045	0
102723383	0
6060	0
11223	4
100500876	0
100189298	0
7193	0
791226	0
9696	424
26870	0
4237	16
23400	2543
6390	3615
11240	2
29943	148
51702	9528
100616188	38
23569	1
353238	0
55920	12502
55160	176
81569	7
101927876	0
84966	0
127707	1
5081	940
80834	0
8659	614
100616120	0
100302276	0
126917	2927
23352	11270
23065	6719
51154	3561
246181	3
22977	16
100506730	40
8574	1100
54896	546
832	6796
100532736	0
440574	750
644068	19
4681	3
3362	0
255104	803
54546	0
23252	565
30814	0
5320	0
5322	0
26279	0
64600	0
391013	0
127733	0
101928017	0
127731	0
339505	0
55450	287
79594	1405
163933	0
978	489
65018	347
102464833	0
100861548	253
1650	10756
57576	4
400745	283
50809	6577
8672	4082
100302155	0
1889	12318
100506801	8
84224	697
249	1
5909	106
84196	2153
401944	16
3339	9151
23436	0
10136	0
101928043	4
29092	93
998	11410
54361	68
100616433	0
9923	1331
2046	0
102466615	0
712	0
714	0
713	0
2048	1432
100616391	0
100422914	0
646262	0
729059	0
23028	5165
100422866	0
100616177	1
7798	5982
3352	12
100996511	72
10236	11820
80818	1206
148898	51
6920	28
55616	16
1870	609
101928163	3
3399	60
259283	0
6135	22675
6924	4196
100506963	14
57095	1769
11313	2591
2582	2282
3155	530
2517	1502
1269	0
100616492	0
55629	2495
10772	4343
127294	1
58985	146
163702	110
284632	0
57822	102
90529	358
57185	2258
100750325	0
11123	289
100506985	33
400746	1
10250	5170
25932	1197
864	0
102465437	0
100616365	0
25949	1219
57035	802
6007	9
23585	1020
6006	7
55219	949
26119	2651
57134	10
57190	2817
56181	220
646471	50
79000	728
164091	805
3925	4296
100500808	0
5051	378
2134	0
7780	0
105376910	0
84676	0
149420	334
79927	5
105376887	1
51042	734
10256	701
378807	0
101928303	0
64793	1888
83442	14613
91544	501
1043	1
55057	506
257101	0
79727	0
79947	1551
101928324	6
3151	10987
6195	2958
100302190	0
101928728	85
8289	5769
55650	253
84243	821
2810	18510
54707	810
63906	423
10726	6677
8431	0
126695	483
388610	73
115572	42
6548	5540
23038	735
84065	1065
644961	50
100887744	0
84958	80
9064	1142
8547	1
388611	2
2827	58
10163	11095
27245	1765
2268	0
2537	957
199870	175
23673	1025
5511	2028
677774	1
9473	7
6118	3060
27293	9
55113	167
2140	1979
5724	1731
22826	4192
93974	2438
83667	233
54797	371
65979	2326
1104	6169
8420	1069
6080	28
26768	13
54952	291
85028	509
692212	16
677838	211
677825	22
692073	25
115273	1
6883	947
26824	0
10691	433
105376911	0
51441	2946
4985	0
2035	949
399474	21
6429	3532
51102	834
10076	4025
101928460	1
101929406	0
4146	6
100129196	25
7805	15429
100616164	1
400748	0
9672	700
9698	4961
692234	5
692235	2
692200	1
79570	2
9410	2203
51538	1376
2170	11
347735	12162
149086	0
284551	0
64129	22643
3061	2
553115	1765
1307	1506
576	57
100423028	0
90853	348
8073	9670
10657	9205
55116	1060
100847018	0
23633	6435
200081	6205
79140	103
56063	239
55721	161
149069	8
8668	8176
339483	34
84734	8
3932	78
3065	8416
65108	1255
100128071	2
81629	15
55108	1499
728116	0
653121	242
339487	676
5928	3731
81493	16
57648	10646
8565	5704
64766	552
252995	12
3208	0
113452	1172
127544	1692
204	8424
113451	12
55223	348
149076	520
127550	2
1912	3071
100500853	2
101929464	3
7579	145
114784	0
127540	0
402779	0
84970	0
693137	0
2709	961
127534	330
2707	2483
2701	0
113444	954
58512	1
653160	9
100506144	284
9204	421
79830	596
6421	11083
9202	1455
79932	1190
23154	898
339488	8
5690	5927
127703	166
63967	1943
192670	139
26523	969
192669	551
27285	0
54936	517
1296	175
27095	918
55700	5025
9967	7656
79729	32
55194	51
83931	2916
84967	353
127700	50
64960	1544
1441	0
2899	0
100422898	0
728431	141
80149	3298
102465438	3
64769	958
100847010	6
79753	444
7802	0
29889	1913
284654	0
54955	654
55143	1852
284656	0
149175	597
79693	361
127687	473
4520	854
3633	274
10946	4558
2275	461
51118	1339
5453	17
100500801	0
339442	0
64121	512
100527950	0
26292	0
81025	0
54933	138
79647	2243
4725	2977
23499	8737
643314	1394
105378950	0
353500	14
728448	6
8761	4190
101929516	9
677834	5
26508	4
84618	0
51440	21
10450	960
656	50
64064	1
105378951	2
101929536	7
54802	984
4610	83
84879	1277
10487	15502
5538	7243
6018	1468
127391	0
10269	3032
1298	157
64744	852
65243	58
339559	156
64789	268
127396	75
9783	11
100130557	49
4802	1440
407034	1
407031	0
9132	12
163732	261
1503	4433
100507178	57
200172	46
22955	732
100132074	10
1907	0
59269	667
2981	0
2980	0
22887	2900
284716	1
84217	13
79717	1679
728621	8
10465	1412
4904	50897
149461	1
64175	961
79078	116
100129924	5
374969	145
114625	286
51058	211
339539	0
6513	6824
440584	2
105378684	3
440585	7
10969	4806
102465439	0
149465	7
128218	41
149466	81
7075	0
4352	33
991	8065
64834	2762
102466723	0
112950	778
23334	1131
102465440	0
81888	4
5792	12061
9682	1621
100132774	18
6487	248
101929592	0
102464830	0
9048	251
9670	905
1802	1808
533	1457
8704	2571
149473	219
6536	302
128209	0
105378952	0
55929	630
79033	1140
100874278	27
55182	2292
100847089	0
79639	66
339541	0
26828	1
26830	0
11004	4872
6202	12790
26811	29
94161	11
94162	6
94163	18
266675	5
1263	606
343521	8
149478	122
8643	4
8891	726
79654	1317
7389	1735
57643	16
400752	3
84842	659
4595	595
114034	623
10420	46
126661	91
25974	807
5052	15109
10327	1605
4678	7406
149483	24
60313	3192
728963	13
51249	1836
3652	282
23139	1651
8503	639
101929626	1
10103	4221
55624	2389
541468	0
8438	900
10489	1745
7388	5887
387338	952
2166	3
729041	2
101929651	0
127343	39
100507423	17
148930	0
8569	772
148932	682
64756	1356
374973	0
100130197	7
9813	5810
1580	2
163720	0
1579	0
260293	160
199974	0
284541	0
100874253	5
10158	707
6886	0
6491	2334
51727	5143
102724077	6
2301	0
84793	112
2306	56
388630	2
391037	0
200010	1
54558	4
84871	11
79656	0
101929721	0
100874313	0
1996	2
63950	540
11124	1195
1031	346
100616189	0
102466656	0
284546	0
26994	2071
22996	30
102724097	0
2060	2243
114883	3591
4898	6886
100313892	0
5865	12
51060	3588
112970	0
104355143	2
91408	1941
9372	1312
200014	1003
4998	1902
84950	2122
23318	781
105378722	2
2882	0
348378	0
65260	1301
79699	890
440590	0
55268	74
6342	1658
100616156	0
100616458	0
100616145	0
127435	0
6512	0
1376	804
54987	528
4116	1657
100507564	7
7804	2585
163742	0
63948	0
148979	0
105369175	0
55706	4646
54432	538
1733	1
51668	991
115353	1434
388633	0
9528	2845
127428	344
100616315	0
200008	0
606495	86
51253	3993
23648	881
619518	16
26027	412
338094	25
374977	0
100527960	0
7268	35
25973	217
55001	387
163747	0
1718	14661
100126514	0
199964	11
7809	0
255738	1236
23358	4580
100507634	18
100616272	0
8613	518
5563	34
199920	0
731	0
732	0
1600	1
101926890	0
115209	596
4070	16621
114803	1297
3725	1844
100131060	0
101926925	1
729467	0
55277	109
100616409	0
101926944	2
51361	1108
1573	106
127795	0
101926964	0
100996570	0
4774	1761
645030	0
414927	0
83941	369
10207	1609
100422902	0
100422946	0
54596	0
163782	0
7398	3164
85440	2149
27329	3
84938	252
199899	2
100996301	12
27022	0
102464823	0
29929	463
23421	516
84455	193
79469	12
5236	2599
4919	327
101927034	6
148581	0
57685	665
100616338	0
55225	878
3716	8472
101927084	1
105378775	0
100500854	0
406893	0
205	2090
9829	41
54741	1701
3953	68
5142	4
101927139	0
84251	4
100422871	0
200132	0
10022	0
79819	53
57708	1272
23169	797
400757	0
149233	0
3595	25
26135	18362
1647	872
55970	7151
100289178	9
9077	3
79971	2022
100302279	0
6121	381
55635	2686
101927220	14
57554	31
5301	0
55631	915
9295	3836
81573	859
11147	89
1491	107
101927244	0
5733	0
100132618	37
9406	2197
406962	4
100852410	0
257194	2
100852409	0
101927295	1
127255	3
100526835	0
8790	149
51086	0
105378804	0
105378803	0
127254	0
101927320	0
1429	835
127253	1396
431707	0
204962	890
34	1842
1744	166
5876	1495
692085	7
26805	30
26804	17
4438	0
127247	0
101927342	0
256435	0
81849	57
102466995	0
10026	1480
26289	1
26009	2017
23032	2029
374986	1159
374987	4
91624	74
8880	6238
11080	708
54810	63
149047	0
5737	0
10964	499
10561	2335
64123	0
101927412	0
23266	18
101927434	0
101927498	0
101927587	0
101927560	3
79739	65
5567	2973
148418	6
391051	7
58511	0
80135	1640
2787	2076
100505741	11
1486	569
103695366	0
439927	3
117178	945
23566	533
255231	122
55283	322
126820	43
100616481	1
84144	138
148423	704
8915	1186
646626	26
23576	2653
3491	2939
54680	2024
255631	4
57489	1251
102465842	6
9635	486
1179	0
22802	54
9629	56
105378828	35
51100	3645
9403	3370
9653	1779
339524	5
101927844	0
105378832	0
8543	1067
100505768	0
101927891	7
5586	4658
2959	1009
56267	464
494115	1012
2635	1506
2633	680
2634	199
388646	0
115361	297
115362	60
729930	0
163351	667
400759	25
23507	1181
84230	1514
400761	17
55144	2258
105378846	4
492303	66
284695	1889
343472	0
84146	3697
164045	1
8317	1951
7049	1067
676	1
253152	145
646817	32
284697	15
23285	101
388649	6
11146	875
79871	879
2672	261
7813	1248
6125	27492
388650	729
6083	3
26782	8
22823	1417
50999	4663
343099	1223
100131564	101
1810	3014
54874	1021
100126520	0
8412	2502
100129046	14
100126348	2
100189133	3
30836	4373
2730	1602
24	13
9411	1068
5825	2961
2152	57947
101928079	107
100616321	5
126969	408
1266	5902
105378862	13
729970	26
199857	241
101928098	1
148534	85
100527978	6
101928118	1
25950	119
440594	0
100996635	0
102723661	0
101928241	0
58155	600
1806	1475
100873932	1
100873933	0
400765	17
100616452	7
406928	0
729987	10
51375	1661
163404	11
100129620	0
9890	0
101928270	0
54873	439
391059	853
178	2209
23443	1225
64645	3031
163786	1222
54482	563
127495	37
1629	1793
100506007	6
8634	2016
693138	2
8556	722
54112	0
100128787	1
7412	0
2135	489
148867	2406
51611	790
102606465	153
101928334	0
101928370	3
1901	47
104355286	0
118427	0
94236	0
1301	13
101928436	0
55599	255
280	9
648740	0
279	2
276	0
277	0
278	0
100129138	0
101928476	0
55170	1482
22854	23
10451	101
102465839	0
100873946	0
29957	5188
148545	0
653149	0
284611	274
113802	773
55119	2279
163479	0
6814	839
254268	3
642864	0
29899	1497
23155	1293
22911	690
6884	651
56900	1182
677766	5
127003	0
57535	38
6301	4039
1952	2491
84722	1071
343263	2
6272	556
5686	3808
284612	2
127002	189
284613	623
57463	95
83873	1
2773	3082
406974	4
2780	83
271	1184
2948	322
2946	0
2944	3
2949	0
2947	764
79574	4
1435	439
10768	5006
85369	1463
257	98
104355139	0
164153	0
388662	0
100873974	6
3749	303
440600	24
64783	1169
9122	43
10542	1461
101410535	0
84432	0
643160	3
440602	14
3744	0
3737	0
3738	0
963	10
55791	897
128338	638
10390	950
79961	1004
1117	0
149620	0
27159	0
128344	0
441897	0
5016	11
79084	2540
515	6243
128346	24
57413	0
140	0
100129269	0
5906	1475
55924	115
100506343	0
101928718	0
11218	1495
3752	1
100874295	0
100873995	0
643355	0
55917	1658
100422976	0
7482	12
54879	584
829	9570
4343	2132
389	6932
333926	74
284467	0
100996702	0
6566	6274
246182	2
100506392	59
100996251	5
9860	571
643441	2
260425	542
10745	891
54665	745
100287722	21
26191	10
440603	7
10717	309
64858	856
101928846	2
204851	3051
56944	1
148281	0
51592	3591
10286	1234
163259	242
270	0
4893	3986
7812	29219
80143	1662
6847	0
7252	0
10100	14
4803	0
81839	3047
845	0
4808	9
101928995	1
101928977	0
55356	153
126868	8
476	22168
84852	31
101929023	0
965	671
100616384	1
3321	1052
100302117	0
388667	0
914	0
5738	8739
9398	82
101929099	24
8458	2797
100126331	3
80263	103
79679	1
104355292	0
10905	2501
100996263	0
54855	36
54834	823
10885	3025
200162	107
6913	196
10352	603
104472716	6
101929147	372
51179	0
100874270	0
3284	0
3283	1
128102	10
644242	26
90874	986
26227	880
3158	0
83998	0
343505	0
11085	0
4853	5314
9554	1764
105378954	10
728841	379
767846	12
100996724	116
101929796	87
101060684	187
100189005	0
101954277	2
653505	1
728855	196
101954264	1
100189257	2
105369199	1
100996721	0
100126488	1
101929798	0
2210	0
100996318	0
337875	60
653820	571
653464	312
100873165	0
647121	71
101929815	0
100189261	0
101954269	0
26863	0
791227	0
105369140	4
388692	0
100189142	1
100189326	0
199882	0
100189356	0
100132417	4
100996713	0
554282	50
100996712	110
101060524	0
730262	0
101954267	1
100189323	0
284565	93
100189127	0
728945	1
105371215	0
1818	0
645166	2
647135	145
728833	85
101929805	1
102724235	4
103091866	41
645142	0
101954266	2
7214	0
100288142	33
100126510	0
101060254	0
101929780	13
653519	157
5174	12
11126	14
27246	498
10623	803
200035	17
10401	607
102466191	1
148741	2
8515	14
8799	398
114814	25
9939	3563
128077	352
84265	149
284615	20
10628	2189
148738	0
100189384	0
100189064	0
100188991	0
100189198	0
101954276	0
101928979	5
100132406	68
388677	99
170688	0
105371242	0
102724558	0
100288805	1
105373468	3
149013	150
728989	0
100189334	0
101447996	0
644861	0
5565	1093
171423	2562
2330	14
9557	1214
100289211	5
607	462
51205	470
2702	2
2703	0
51463	103
100034743	3
100189140	0
26864	0
100189193	0
200030	187
101927468	0
100189056	1
100189307	0
100189174	0
100188998	0
100847044	0
101954273	3
102466225	0
26860	0
100132057	12
101954272	0
388685	84
644591	0
25832	216
100996763	44
440672	13
9659	698
400818	198
653513	3
100996761	0
101060226	81
653598	0
57234	76
644634	0
100189228	0
102723955	0
100189059	0
440689	57
2209	13
101927767	1
653604	3
8370	10
105371405	19
126961	2
8337	15
337873	23
723790	12
333932	5
554313	31
8349	410
8338	14
317772	4
51027	32
9900	2
10262	2792
10903	757
56957	882
105373477	0
11311	669
51177	50
81611	2404
23632	16
51107	2623
79630	13
148523	162
54460	656
9129	1356
23248	2681
80222	826
102465529	1
1893	537
100874054	0
54507	114
105371437	5
100422997	0
574406	3
4170	8339
2029	3273
55204	836
84072	78
1520	994
1513	25
405	976
9869	824
29956	2814
8416	30
55793	124
58497	351
149428	2
54964	52
56882	3107
10962	338
126626	378
10500	8
100534012	0
79626	0
388695	107
79005	4
29765	7
6944	971
8394	2565
5710	2877
57592	722
5298	1657
5993	1096
8991	39
5692	3502
23126	1381
57530	658
7286	793
693139	1
81609	1203
11189	2
284485	0
65005	1044
51686	3
11022	34
339398	0
6097	0
100191040	3
100132111	0
284486	0
117145	626
6281	11063
441908	3
6282	14956
100131107	0
126637	0
7062	41
126638	6
388697	132
2312	86
339400	33
388698	2
49860	0
254910	1
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	2
353132	0
353131	0
448835	0
4184	0
3713	31
163778	0
6698	359
6707	150
6699	5525
6703	376
6700	541
6701	0
6704	92
6705	22
6702	88
6706	0
101928009	0
149018	0
574414	0
4014	0
114771	2
57115	0
6280	2060
6283	3
6279	15
338324	0
645922	0
6278	1
6277	5952
6276	2
6275	99
101928034	74
6274	103
6273	28582
140576	8509
57402	5364
6284	1317
6271	16
26097	1610
23557	464
3608	6777
100189015	0
4881	2
102466879	0
65123	208
11000	2
343052	0
105371448	0
57459	76
9909	1163
200186	869
27173	4083
102465441	0
148327	88
10899	1194
5872	1767
6232	3331
91181	1
100847024	0
7170	19871
100126346	0
388701	1
25912	2460
9898	8109
10456	1400
89872	6
57198	13
3570	1196
126669	1
126668	0
55585	1457
100874097	4
1141	1
103	8003
3782	5
10654	265
57326	370
90780	501
101928120	2
6464	8947
1163	1664
100423020	9
80308	903
55891	1
51043	413
127579	1
149095	3
100505666	44
8751	6596
1945	113
1944	38
1942	581
55974	805
54344	78
200185	782
80128	5
4582	141
693235	0
7059	98
4580	415
2630	6
2629	9
10712	0
10067	1
1196	1
57657	0
5313	0
2224	2448
284618	1
23623	1124
55870	3188
693140	0
645682	1
645676	37
55154	325
55249	1738
7818	2659
100129405	68
54856	1177
23208	1
6016	385
22889	908
677823	0
677771	0
339403	11
9181	3599
102465442	1
105371729	5
6746	2945
56893	2329
28956	536
57111	876
92312	60
4000	16927
64218	582
9673	1121
11243	204
100527963	2
632	0
79957	39
23381	3155
84283	99
112770	1149
391104	1
7203	10455
128229	25
57127	1
10485	0
407046	0
4209	1595
128239	1552
164118	0
128240	1101
54865	1566
101928177	0
60484	0
63827	54
10763	1467
1382	3142
81875	2302
51093	324
79590	708
3068	20826
5546	1872
9047	149
4914	0
3645	0
375033	470
149499	3
9826	1392
768220	0
440695	1
2117	1041
360155	0
83416	0
83417	0
115352	0
79368	0
115350	0
922	0
55243	2753
646268	5
912	0
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	0
3428	7758
9447	205
100189166	0
57863	0
100131825	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	219
343413	0
56833	5
284677	15
391123	4
25790	78
100422852	0
8407	15781
57549	350
89886	32
100505633	19
93183	344
3766	0
3765	0
93185	636
477	0
480	0
844	0
729867	8
8682	2238
50717	1795
5824	1470
4807	2
1314	6695
474338	4
23385	3851
57216	60
114836	4
8832	0
6504	0
962	0
57823	12
4063	0
51744	0
55600	1
101928372	0
142683	0
50848	6278
100131187	139
7391	827
257106	47
81607	210
126823	4
5202	1044
4817	439
9191	576
51506	898
27005	547
5498	135
8703	627
9507	0
4720	1996
2207	1
336	0
84134	419
100847090	1
9970	1
654790	3
4359	10
6391	1293
257177	197
100189373	0
100189407	0
100189402	0
100188997	0
100189412	1
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	1
100189380	0
3310	11
100189018	0
100189011	0
100189126	0
2214	0
9103	1
3311	0
100189003	0
2215	0
2213	0
641311	0
84824	0
127943	18
11266	472
102724329	0
22926	2832
25903	0
9722	40
100616386	0
693141	0
284680	1
400793	115
117157	11
127933	4448
6675	1180
4921	14
51478	188
339512	1006
5999	138
8490	50
101928404	0
83540	673
100422212	0
5087	3077
100505795	0
4009	0
6258	0
400794	0
440699	0
4259	538
223	1335
440700	0
54499	2238
100147773	5
7371	1785
100500832	0
149297	4
100126349	0
116123	0
57645	1470
117143	247
387597	9
84944	0
10223	1
92235	0
101928484	0
5451	1882
919	6
8804	1897
92241	1
100189211	0
100189019	0
9019	3651
55811	3
25874	594
55827	1319
100313835	0
23432	125
261726	1445
375035	220
84832	252
9095	47
693142	0
100505918	0
101928565	1
6846	1
6375	17
1805	0
79100	0
101978719	0
101928596	187
481	4825
29922	376
8548	637
57821	3
10560	319
2153	168
6403	10
6402	591
6401	0
92342	103
55732	598
57147	300
22920	346
149281	0
100423010	0
100422839	0
284688	0
101928650	3
92344	152
5396	0
80133	0
2328	0
100302178	0
100847009	0
388714	0
2327	0
2326	0
2329	15
7151	1
23215	14253
4653	0
8674	203
51603	939
26052	41
100874284	0
100628315	2
406996	0
100422882	0
406977	0
102724541	0
92346	0
5279	304
51430	955
356	0
8995	5
7292	5
100506023	19
101928673	10
9588	4147
284525	1
730159	0
339416	4
27252	459
91687	417
55157	1596
100506046	4
60674	1183
26769	3
26802	10
26774	17
26770	6
692198	0
26806	45
692197	1
692196	18
692195	0
619498	19
84614	54
462	0
149041	1257
102724601	1
9910	654
9293	0
101928696	0
27101	3208
63931	417
63923	0
9674	907
7143	0
101928727	0
101928751	0
64326	667
677679	1
60676	0
460	2
574441	0
57795	9
102724661	0
101928778	0
89866	123
730102	82
100302401	41
9462	1961
400797	5
84066	0
105373472	1
400798	17
100616328	0
55103	910
9068	2
9917	1915
64222	998
27	1202
6646	1555
126859	1
7827	0
163589	0
148753	0
163590	1988
26092	1590
9857	1881
5768	4258
200058	1141
89884	22
100527964	56
84320	664
100423032	0
148756	0
9213	1716
57710	17
10228	2202
3140	579
51278	1359
101928973	0
100287948	0
777	0
127665	0
400799	0
2752	10660
127670	0
388719	0
353299	0
6041	221
6004	45
284648	0
85397	0
80896	242
1660	11131
81626	0
3915	8571
3918	25320
23057	18
284649	12
9887	4603
4688	223
10092	2933
23179	55
403314	2
23127	1
116461	584
102724846	0
81563	324
80267	1305
116496	1511
101929069	0
6045	650
81627	474
54823	76
10625	1775
100288079	0
101929093	0
83872	3
10216	3
7175	6285
54953	560
10896	22
102724919	0
5132	3
5743	1398
103752588	16
5321	916
104169671	0
101929766	0
339479	0
101929120	0
440704	0
64407	7
431704	0
5996	0
6003	0
100616345	32
5997	568
102724954	0
51377	2092
6738	1057
51022	239
79577	1320
100302163	0
8707	4
101929184	0
343450	2
100616363	0
3075	3923
10878	32
3078	1
10877	14
3080	0
81494	0
2165	0
259266	4730
360023	320
23418	0
163486	174
388722	16
56956	8
140609	2081
127124	0
5788	3
100131234	15
406955	0
406995	0
102800316	0
104266961	0
400800	0
2494	21
554279	2
23528	924
9928	1386
83479	400
101929224	2
23271	1681
2848	0
55765	1282
23046	183
779	0
647219	2
252839	241
91156	2
5317	6629
7139	0
3898	7378
7135	23
23612	818
1465	4959
376693	19
89796	81
100873949	0
100847050	0
100302158	0
55705	4453
102466724	0
149345	6
25802	1
10440	1182
6051	2050
102465443	0
1999	1194
9283	0
127829	288
5778	0
148713	0
59352	215
29089	744
4660	1723
127833	34
10765	1556
100506696	2
641515	0
148709	4
5877	290
59349	1000
51094	4273
51706	764
100506747	2
92703	1723
8497	10
4656	0
134	1
4608	0
1116	0
1118	0
100506775	0
730227	4
7832	405
2331	9
5549	1
26254	2
493	1123
677843	0
84719	6
54900	2
9877	4375
100381270	684
6635	522
284573	0
9580	2618
55224	58
101929441	0
5972	3
3814	4
127845	2
22874	574
127841	2
84919	2027
5287	801
100189122	1
100189425	0
4194	481
10446	0
23114	83
6900	1
388730	23
5929	1002
25778	415
9911	9
81788	262
55220	0
284576	0
93273	1
101669762	6
105371697	6
442891	2
100189098	0
5129	169
284578	1
148808	23
2005	2593
85414	160
64710	15528
8934	410
254428	1145
148811	0
284581	73
115019	5
103021296	1
103021295	2
338382	16
1510	17
440712	0
553	0
729533	235
23380	973
9641	1246
102466202	0
83593	243
1939	758
8444	273
9261	2340
3586	0
29949	41
50604	0
11009	2
9214	50
5284	192
83953	0
79098	2262
5208	1633
55432	839
725	29
722	3
1604	4294
1380	2
1378	0
1379	0
4179	4938
407026	2
407025	0
148696	2
947	1
105372883	3
5362	4150
642587	3493
406988	40
57172	0
3914	6499
100422894	0
50486	123
3290	0
80342	72
148304	159
3664	4705
27042	1234
255928	0
574036	7
56256	91
105373474	0
55733	14
3756	0
55758	508
7188	174
84791	36
343035	0
7779	553
4751	944
9926	1526
102723727	0
25896	1346
51514	1578
100131205	34
100422947	0
101929541	2
5525	505
692157	0
55248	179
29937	246
101929565	0
467	74
149647	0
55509	4
25936	466
128387	90
149643	0
642946	93
28982	494
79805	2
90806	438
26750	447
100505832	0
100861504	0
5629	1
105372911	0
56950	735
5784	3975
1063	8914
3776	0
101929612	0
51133	1598
7399	1
102723833	0
2104	0
55105	477
128153	3
103752555	0
100885798	0
101929631	0
51018	881
728463	3
7042	779
103611157	0
643723	10
127018	312
102723886	0
55532	0
2058	6586
10380	444
55699	2945
406997	1
406969	0
25782	1599
100302234	0
677818	0
6791	20
4139	606
79762	120
54996	232
64757	358
101929730	0
100873924	0
105373280	0
3142	0
400804	0
11221	418
101929771	0
100189378	0
79802	2
9015	417
100506161	10
375056	1856
64853	835
148362	1444
400823	1
84976	83
7100	24
55061	27
164127	0
388743	3
824	14496
7159	1568
105369195	140
441124	21
23219	1417
8560	919
101927143	0
101927164	1
4931	838
100313769	4
29097	572
80232	2762
100616468	0
149111	48
127602	229
3930	1997
55740	3098
6726	3220
2052	384
9725	627
10637	0
29920	1184
102466270	0
7044	0
163859	740
3020	3708
64746	1637
83881	0
286826	374
142	9219
375057	0
3707	418
100506443	0
5664	239
56997	304
105379282	1
8476	2679
339500	143
100130093	9
65094	64
116841	388
105373289	0
339501	0
7483	234
100847072	0
101060022	3
89780	0
100506571	0
375	9092
100500810	0
79169	421
128308	410
2987	3124
57165	8
574432	8
200205	409
