Geneid	SRR10416716
1650	10514
57576	3
400745	37
50809	6761
8672	3966
100302155	0
1889	14123
100506801	8
84224	759
249	1
5909	159
84196	2263
401944	2
3339	8115
23436	2
10136	0
101928043	3
29092	75
998	11064
54361	82
100616433	0
9923	1370
2046	0
102466615	0
712	0
714	0
713	0
2048	2259
100616391	0
100422914	0
646262	0
729059	2
23028	18685
100422866	0
100616177	2
7798	3938
3352	3
100996511	72
10236	8608
80818	1456
148898	143
6920	146
55616	162
1870	464
101928163	0
3399	29
259283	0
6135	23589
6924	2327
100506963	14
57095	4008
11313	5519
2582	4970
3155	2128
2517	6225
1269	0
100616492	0
55629	4210
10772	4541
127294	1
58985	37
163702	2
284632	0
57822	15
90529	401
57185	2676
100750325	2
11123	862
100506985	120
400746	7
10250	7562
25932	10755
864	1
102465437	0
100616365	0
25949	2041
57035	1961
6007	44
23585	2067
6006	6
55219	1395
26119	4395
57134	8
57190	4658
56181	781
646471	165
79000	645
164091	1289
3925	9168
100500808	0
5051	668
2134	1
7780	0
105376910	0
84676	0
149420	774
79927	1
105376887	0
51042	495
10256	1289
378807	1
101928303	3
64793	2457
83442	8601
91544	766
1043	0
55057	1254
257101	0
79727	0
79947	1393
101928324	11
3151	15803
6195	5173
100302190	0
101928728	123
8289	10583
55650	615
84243	1887
2810	14281
54707	1139
63906	460
10726	5649
8431	1
126695	870
388610	45
115572	22
6548	5325
23038	3414
84065	1272
644961	63
100887744	0
84958	208
9064	1873
8547	0
388611	11
2827	68
10163	25366
27245	3872
2268	0
2537	226
199870	350
23673	1801
5511	2121
677774	0
9473	16
6118	2770
27293	103
55113	315
2140	3439
5724	2202
22826	5502
93974	4904
83667	1047
54797	696
65979	4929
1104	7051
8420	1987
6080	37
26768	10
54952	803
85028	577
692212	13
677838	265
677825	22
692073	25
115273	43
6883	1308
26824	0
10691	640
105376911	2
51441	3947
4985	0
2035	3212
399474	10
6429	6179
51102	974
10076	7676
101928460	4
101929406	0
4146	3
100129196	65
7805	10822
100616164	0
400748	0
9672	559
9698	8270
692234	4
692235	6
692200	0
79570	1
9410	2377
51538	2131
2170	8
347735	12911
149086	0
284551	0
64129	32936
3061	2
553115	1511
1307	4434
576	165
100423028	0
90853	510
8073	12541
10657	10849
55116	1621
100847018	1
23633	8626
200081	7647
79140	227
56063	372
55721	266
149069	22
8668	8671
339483	215
84734	22
3932	226
3065	14212
65108	2659
100128071	10
81629	33
55108	3394
728116	9
653121	399
339487	759
5928	6543
81493	44
57648	26505
8565	7885
64766	1063
252995	28
3208	10
113452	2863
127544	4083
204	8616
113451	46
55223	518
149076	890
127550	1
1912	3635
100500853	3
101929464	5
7579	440
114784	10
127540	0
402779	0
84970	0
693137	0
2709	832
127534	402
2707	3117
2701	0
113444	1232
58512	5
653160	54
100506144	941
9204	936
79830	1510
6421	12191
9202	4939
79932	7229
23154	2085
339488	31
5690	8262
127703	178
63967	1836
192670	1869
26523	3162
192669	1526
27285	4
54936	932
1296	48
27095	1603
55700	5388
9967	9971
79729	226
55194	203
83931	8028
84967	537
127700	283
64960	2722
1441	15
2899	0
100422898	0
728431	250
80149	6436
102465438	4
64769	1498
100847010	8
79753	855
7802	0
29889	2539
284654	0
54955	760
55143	2836
284656	10
149175	790
79693	512
127687	375
4520	1522
3633	801
10946	5385
2275	521
51118	1605
5453	9
100500801	0
339442	1
64121	982
100527950	4
26292	0
81025	0
54933	642
79647	3868
4725	4287
23499	25044
643314	2214
105378950	1
353500	25
728448	2
8761	7166
101929516	20
677834	3
26508	9
84618	0
51440	11
10450	1229
656	198
64064	14
105378951	1
101929536	8
54802	1459
4610	345
84879	996
10487	21795
5538	11418
6018	2589
127391	0
10269	2314
1298	1861
64744	1683
65243	81
339559	239
64789	294
127396	107
9783	69
100130557	75
4802	2072
407034	0
407031	0
9132	121
163732	712
1503	3281
100507178	51
200172	41
22955	1536
100132074	11
1907	1
59269	775
2981	0
2980	0
22887	5017
284716	146
84217	8
79717	2616
728621	18
10465	1517
4904	69378
149461	1
64175	1258
79078	172
100129924	2
374969	219
114625	504
51058	335
339539	0
6513	18635
440584	41
105378684	13
440585	17
10969	2650
102465439	1
149465	8
128218	248
149466	226
7075	2
4352	11
991	7903
64834	3165
102466723	0
112950	937
23334	2052
102465440	0
81888	5
5792	26979
9682	3298
100132774	39
6487	407
101929592	2
102464830	0
9048	1717
9670	1440
1802	930
533	2391
8704	4207
149473	758
6536	1669
128209	1
105378952	1
55929	958
79033	1385
100874278	25
55182	3231
100847089	0
79639	196
339541	13
26828	0
26830	2
11004	6044
6202	30516
26811	20
94161	11
94162	3
94163	18
266675	32
1263	439
343521	14
149478	120
8643	6
8891	555
79654	2384
7389	1540
57643	14
400752	15
84842	248
4595	941
114034	460
10420	438
126661	114
25974	605
5052	19137
10327	3734
4678	9376
149483	60
60313	7316
728963	30
51249	2685
3652	709
23139	3601
8503	1674
101929626	0
10103	4519
55624	5114
541468	1
8438	1076
10489	3006
7388	8090
387338	1039
2166	7
729041	1
101929651	0
127343	128
100507423	30
148930	0
8569	1509
148932	1422
64756	1694
374973	3
100130197	9
9813	7486
1580	3
163720	0
1579	0
260293	203
199974	2
284541	1
100874253	11
10158	1537
6886	2
6491	2521
51727	7890
102724077	10
2301	0
84793	85
2306	69
388630	2
391037	0
200010	0
54558	45
84871	24
79656	5
101929721	0
100874313	0
1996	2
63950	965
11124	2484
1031	1034
100616189	0
102466656	0
284546	0
26994	3518
22996	117
102724097	0
2060	3407
114883	6298
4898	9577
100313892	0
5865	19
51060	3596
112970	0
104355143	0
91408	2427
9372	1754
200014	1579
4998	1203
84950	2475
23318	2247
105378722	1
2882	0
348378	0
65260	694
79699	1982
440590	1
55268	518
6342	2327
100616156	0
100616458	0
100616145	0
127435	0
6512	3
1376	1259
54987	744
4116	1628
100507564	26
7804	2367
163742	0
63948	0
148979	0
105369175	0
55706	4434
54432	744
1733	0
51668	1396
115353	2006
388633	4
9528	5683
127428	653
100616315	0
200008	0
606495	156
51253	4589
23648	1756
619518	21
26027	740
338094	44
374977	0
100527960	0
7268	12
25973	384
55001	1671
163747	0
1718	16969
100126514	0
199964	75
7809	0
255738	5194
23358	6134
100507634	21
100616272	0
8613	2158
5563	1018
199920	1
731	0
732	0
1600	0
101926890	0
115209	1081
4070	35500
114803	1747
3725	1380
100131060	3
101926925	2
729467	0
55277	58
100616409	0
101926944	0
51361	2267
1573	272
127795	0
101926964	0
100996570	0
4774	1652
645030	0
414927	0
83941	730
10207	4071
100422902	0
100422946	0
54596	0
163782	0
7398	3321
85440	3726
27329	0
84938	473
199899	0
100996301	51
27022	1
102464823	0
29929	613
23421	629
84455	294
79469	12
5236	5189
4919	730
101927034	1
148581	0
57685	42
100616338	0
55225	1364
3716	12928
101927084	0
105378775	5
100500854	3
406893	0
205	2808
9829	115
54741	2823
3953	140
5142	0
101927139	0
84251	0
100422871	0
200132	0
10022	0
79819	112
57708	2243
23169	855
400757	0
149233	0
3595	18
26135	18321
1647	1690
55970	9552
100289178	25
9077	8
79971	3546
100302279	0
6121	374
55635	3201
101927220	1
57554	37
5301	0
55631	894
9295	5876
81573	1205
11147	110
1491	220
101927244	0
5733	0
100132618	46
9406	2562
406962	11
100852410	5
257194	1
100852409	0
101927295	0
127255	2
100526835	0
8790	253
51086	0
105378804	0
105378803	0
127254	2
101927320	0
1429	1468
127253	1562
431707	0
204962	1525
34	2790
1744	160
5876	2267
692085	33
26805	33
26804	20
4438	3
127247	0
101927342	0
256435	0
81849	88
102466995	0
10026	1511
26289	0
26009	2172
23032	3683
374986	1157
374987	0
91624	119
8880	5778
11080	1079
54810	109
149047	0
5737	1
10964	330
10561	3026
64123	0
101927412	0
23266	2
101927434	0
101927498	6
101927587	0
101927560	1
79739	51
5567	2019
148418	99
391051	7
58511	8
80135	1686
2787	2687
100505741	19
1486	689
103695366	3
439927	2
117178	837
23566	645
255231	11
55283	40
126820	0
100616481	0
84144	224
148423	805
8915	1730
646626	7
23576	2360
3491	3174
54680	1829
255631	20
57489	1140
102465842	1
9635	33
1179	0
22802	4
9629	4
105378828	31
51100	5110
9403	4558
9653	3855
339524	6
101927844	0
105378832	0
8543	1262
100505768	0
101927891	2
5586	7440
2959	1109
56267	977
494115	1505
2635	1019
2633	744
2634	1685
388646	1
115361	488
115362	30
729930	0
163351	1023
400759	35
23507	1430
84230	1663
400761	24
55144	1920
105378846	1
492303	125
284695	1749
343472	0
84146	2849
164045	0
8317	1108
7049	150
676	0
253152	109
646817	21
284697	39
23285	277
388649	0
11146	429
79871	635
2672	271
7813	1365
6125	36629
388650	737
6083	5
26782	3
22823	1483
50999	3089
343099	806
100131564	241
1810	2860
54874	2420
100126520	1
8412	1482
100129046	1
100126348	1
100189133	1
30836	2060
2730	1354
24	24
9411	1096
5825	2343
2152	21602
101928079	179
100616321	0
126969	779
1266	7933
105378862	7
729970	93
199857	186
101928098	0
148534	345
100527978	7
101928118	4
25950	115
440594	0
100996635	0
102723661	0
101928241	0
58155	505
1806	2227
100873932	3
100873933	0
400765	0
100616452	0
406928	0
729987	0
51375	2150
163404	0
100129620	0
9890	0
101928270	0
54873	276
391059	717
178	2158
23443	1718
64645	2608
163786	781
54482	331
127495	28
1629	1898
100506007	7
8634	1764
693138	5
8556	672
54112	0
100128787	1
7412	10
2135	315
148867	1926
51611	750
102606465	93
101928334	0
101928370	0
1901	2
104355286	0
118427	0
94236	0
1301	2
101928436	6
55599	425
280	51
648740	4
279	0
276	0
277	0
278	0
100129138	0
101928476	0
55170	660
22854	0
10451	255
102465839	0
100873946	0
29957	4977
148545	0
653149	0
284611	323
113802	798
55119	2459
163479	0
6814	862
254268	2
642864	0
29899	2509
23155	1523
22911	646
6884	336
56900	1205
677766	0
127003	1
57535	40
6301	4544
1952	5715
84722	1964
343263	4
6272	7487
5686	2894
284612	0
127002	148
284613	902
57463	215
83873	5
2773	3990
406974	0
2780	134
271	1086
2948	561
2946	0
2944	2
2949	0
2947	1310
79574	123
1435	3978
10768	11439
85369	1353
257	133
104355139	1
164153	0
388662	1
100873974	3
3749	508
440600	29
64783	1096
9122	42
10542	1428
101410535	4
84432	2
643160	0
440602	2
3744	0
3737	1
3738	0
963	6
55791	1339
128338	1462
10390	1469
79961	1396
1117	2
149620	0
27159	0
128344	2
441897	0
5016	20
79084	2221
515	6544
128346	18
57413	0
140	0
100129269	2
5906	2142
55924	204
100506343	0
101928718	1
11218	997
3752	3
100874295	0
100873995	0
643355	0
55917	2224
100422976	1
7482	14
54879	457
829	8705
4343	4187
389	6134
333926	172
284467	0
100996702	0
6566	4917
246182	6
100506392	72
100996251	1
9860	697
643441	0
260425	1225
10745	1326
54665	1344
100287722	33
26191	11
440603	181
10717	466
64858	855
101928846	5
204851	7106
56944	1
148281	0
51592	3275
10286	844
163259	568
270	0
4893	4755
7812	37018
80143	1740
6847	0
7252	0
10100	17
4803	0
81839	3322
845	0
4808	0
101928995	0
101928977	0
55356	36
126868	0
476	22592
84852	98
101929023	1
965	859
100616384	0
3321	4077
100302117	0
388667	0
914	0
5738	7417
9398	52
101929099	12
8458	2176
100126331	0
80263	170
79679	4
104355292	0
10905	3481
100996263	0
54855	39
54834	1127
10885	2261
200162	87
6913	101
10352	652
104472716	6
101929147	448
51179	0
100874270	0
3284	0
3283	0
128102	1
644242	21
90874	832
26227	4940
3158	0
83998	0
343505	1
11085	0
4853	12920
9554	1787
105378954	15
728841	600
767846	29
100996724	154
101929796	147
101060684	340
100189005	0
101954277	1
653505	0
728855	343
101954264	1
100189257	0
105369199	1
100996721	1
100126488	1
101929798	0
2210	0
100996318	0
337875	23
653820	746
653464	805
100873165	1
647121	206
101929815	0
100189261	0
101954269	0
26863	0
791227	0
105369140	0
388692	0
100189142	1
100189326	0
199882	0
100189356	0
100132417	0
100996713	0
554282	64
100996712	138
101060524	0
730262	0
101954267	0
100189323	0
284565	197
100189127	0
728945	0
105371215	0
1818	0
645166	5
647135	277
728833	151
101929805	0
102724235	10
103091866	78
645142	0
101954266	0
7214	0
100288142	77
100126510	0
101060254	0
101929780	16
653519	118
5174	8
11126	15
27246	806
10623	681
200035	68
10401	2241
102466191	2
148741	21
8515	32
8799	515
114814	58
9939	2982
128077	563
84265	236
284615	54
10628	9072
148738	0
100189384	0
100189064	0
100188991	0
100189198	0
101954276	0
101928979	6
100132406	161
388677	317
170688	1
105371242	0
102724558	0
100288805	1
105373468	4
149013	278
728989	0
100189334	0
101447996	0
644861	0
5565	1363
171423	2944
2330	29
9557	2044
100289211	0
607	885
51205	812
2702	1
2703	0
51463	111
100034743	2
100189140	0
26864	0
100189193	0
200030	302
101927468	0
100189056	0
100189307	0
100189174	0
100188998	0
100847044	1
101954273	1
102466225	0
26860	0
100132057	19
101954272	1
388685	159
644591	0
25832	590
100996763	116
440672	53
9659	696
400818	258
653513	4
100996761	0
101060226	228
653598	0
57234	80
644634	0
100189228	0
102723955	0
100189059	0
440689	41
2209	7
101927767	5
653604	0
8370	1
105371405	9
126961	0
8337	10
337873	13
723790	9
333932	1
554313	3
8349	158
8338	10
317772	6
51027	59
9900	1
10262	2034
10903	1178
56957	1469
105373477	3
11311	895
51177	225
81611	2604
23632	13
51107	3302
79630	6
148523	218
54460	843
9129	1093
23248	3001
80222	958
102465529	0
1893	174
100874054	0
54507	365
105371437	3
100422997	0
574406	2
4170	10842
2029	4601
55204	1784
84072	199
1520	1005
1513	67
405	2212
9869	1284
29956	3520
8416	200
55793	565
58497	729
149428	24
54964	118
56882	4169
10962	404
126626	338
10500	51
100534012	0
79626	6
388695	201
79005	9
29765	12
6944	1014
8394	3004
5710	2541
57592	1309
5298	1920
5993	2035
8991	590
5692	3621
23126	2658
57530	1864
7286	1103
693139	0
81609	1815
11189	2
284485	0
65005	778
51686	0
11022	50
339398	0
6097	18
100191040	1
100132111	3
284486	5
117145	655
6281	9965
441908	1
6282	16094
100131107	0
126637	0
7062	5
126638	0
388697	23
2312	7
339400	2
388698	0
49860	0
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	5
163778	0
6698	140
6707	29
6699	169
6703	5
6700	3
6701	0
6704	2
6705	2
6702	10
6706	0
101928009	0
149018	0
574414	0
4014	0
114771	4
57115	47
6280	673
6283	0
6279	3
338324	0
645922	0
6278	0
6277	11398
6276	16
6275	957
101928034	78
6274	94
6273	16168
140576	6307
57402	9733
6284	1756
6271	11
26097	2240
23557	551
3608	6094
100189015	0
4881	2
102466879	0
65123	84
11000	46
343052	0
105371448	0
57459	82
9909	1602
200186	1329
27173	5808
102465441	0
148327	182
10899	1093
5872	2599
6232	6460
91181	11
100847024	0
7170	16891
100126346	0
388701	1
25912	4181
9898	7216
10456	1634
89872	0
57198	1
3570	462
126669	0
126668	0
55585	1764
100874097	3
1141	0
103	8271
3782	5
10654	166
57326	1299
90780	995
101928120	3
6464	6191
1163	1694
100423020	9
80308	588
55891	0
51043	902
127579	6
149095	13
100505666	43
8751	5806
1945	258
1944	187
1942	2238
55974	2108
54344	180
200185	1052
80128	24
4582	3703
693235	0
7059	441
4580	300
2630	5
2629	41
10712	0
10067	1
1196	0
57657	0
5313	0
2224	2897
284618	4
23623	1277
55870	3727
693140	1
645682	1
645676	38
55154	237
55249	2602
7818	2461
100129405	38
54856	1455
23208	16
6016	825
22889	1248
677823	0
677771	0
339403	1
9181	3629
102465442	0
105371729	6
6746	3775
56893	1902
28956	665
57111	1848
92312	229
4000	15920
64218	1003
9673	950
11243	166
100527963	0
632	0
79957	114
23381	2997
84283	176
112770	1292
391104	0
7203	9344
128229	8
57127	0
10485	0
407046	0
4209	1822
128239	2842
164118	3
128240	1444
54865	512
101928177	0
60484	1
63827	36
10763	792
1382	5911
81875	1591
51093	704
79590	623
3068	19010
5546	1735
9047	45
4914	0
3645	0
375033	264
149499	0
9826	1601
768220	2
440695	0
2117	1190
360155	1
83416	0
83417	0
115352	0
79368	0
115350	0
922	0
55243	2682
646268	0
912	1
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	0
81448	0
391114	0
128371	0
128372	0
81442	0
4332	0
149628	1
3428	8019
9447	141
100189166	0
57863	0
100131825	0
2532	0
2205	0
441911	0
26476	0
127385	0
325	0
1401	0
54935	74
343413	0
56833	1
284677	24
391123	8
25790	89
100422852	0
8407	16999
57549	171
89886	3
100505633	4
93183	234
3766	1
3765	1
93185	1155
477	0
480	0
844	1
729867	7
8682	2130
50717	2091
5824	2185
4807	1
1314	8930
474338	9
23385	4548
57216	40
114836	0
8832	0
6504	0
962	0
57823	0
4063	0
51744	0
55600	0
101928372	0
142683	0
50848	13625
100131187	775
7391	998
257106	90
81607	1008
126823	32
5202	893
4817	863
9191	911
51506	895
27005	808
5498	265
8703	1214
9507	4
4720	2379
2207	7
336	0
84134	295
100847090	0
9970	0
654790	5
4359	26
6391	1526
257177	272
100189373	0
100189407	0
100189402	0
100188997	0
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	4
100189380	0
3310	2
100189018	0
100189011	0
100189126	0
2214	0
9103	0
3311	1
100189003	0
2215	0
2213	0
641311	0
84824	0
127943	5
11266	419
102724329	1
22926	2774
25903	3
9722	52
100616386	0
693141	0
284680	0
400793	133
117157	1
127933	4404
6675	875
4921	13
51478	336
339512	1134
5999	0
8490	34
101928404	0
83540	950
100422212	0
5087	4109
100505795	0
4009	0
6258	0
400794	0
440699	0
4259	640
223	1408
440700	0
54499	1986
100147773	3
7371	1315
100500832	0
149297	2
100126349	0
116123	2
57645	1620
117143	276
387597	1
84944	0
10223	0
92235	0
101928484	0
5451	2522
919	4
8804	1861
92241	0
100189211	0
100189019	0
9019	3774
55811	3
25874	734
55827	3003
100313835	0
23432	951
261726	1976
375035	328
84832	343
9095	91
693142	0
100505918	0
101928565	0
6846	1
6375	44
1805	0
79100	1
101978719	0
101928596	281
481	7250
29922	325
8548	541
57821	6
10560	463
2153	1347
6403	114
6402	841
6401	0
92342	167
55732	716
57147	427
22920	807
149281	3
100423010	0
100422839	0
284688	0
101928650	5
92344	187
5396	0
80133	0
2328	662
100302178	0
100847009	0
388714	51
2327	27
2326	0
2329	15
7151	3
23215	14172
4653	0
8674	296
51603	834
26052	159
100874284	0
100628315	0
406996	0
100422882	0
406977	0
102724541	0
92346	0
5279	486
51430	1918
356	0
8995	42
7292	5
100506023	7
101928673	9
9588	4852
284525	0
730159	0
339416	0
27252	519
91687	367
55157	1216
100506046	1
60674	2210
26769	1
26802	10
26774	15
26770	9
692198	2
26806	29
692197	0
692196	22
692195	3
619498	20
84614	133
462	1
149041	1400
102724601	0
9910	1991
9293	1
101928696	0
27101	3265
63931	597
63923	1
9674	896
7143	0
101928727	0
101928751	0
64326	1057
677679	0
60676	1
460	0
574441	0
57795	1
102724661	0
101928778	0
89866	73
730102	103
100302401	32
9462	2973
400797	7
84066	0
105373472	2
400798	36
100616328	0
55103	2688
9068	5
9917	2498
64222	806
27	932
6646	1323
126859	4
7827	0
163589	9
148753	0
163590	2472
26092	1566
9857	2421
5768	7834
200058	3634
89884	50
100527964	116
84320	779
100423032	0
148756	0
9213	4949
57710	22
10228	2545
3140	958
51278	1970
101928973	0
100287948	0
777	0
127665	0
400799	0
2752	31671
127670	1
388719	0
353299	0
6041	260
6004	140
284648	0
85397	0
80896	135
1660	9316
81626	0
3915	13471
3918	69499
23057	56
284649	15
9887	4764
4688	59
10092	3645
23179	747
403314	0
23127	30
116461	656
102724846	0
81563	533
80267	1805
116496	9073
101929069	1
6045	968
81627	694
54823	98
10625	3088
100288079	0
101929093	0
83872	0
10216	0
7175	7631
54953	583
10896	9
102724919	1
5132	1
5743	8126
103752588	43
5321	1882
104169671	0
101929766	0
339479	0
101929120	0
440704	0
64407	0
431704	0
5996	1
6003	0
100616345	63
5997	936
102724954	2
51377	1703
6738	1098
51022	240
79577	1593
100302163	0
8707	0
101929184	0
343450	0
100616363	0
3075	5456
10878	41
3078	5
10877	16
3080	0
81494	0
2165	0
259266	4637
360023	574
23418	1
163486	436
388722	14
56956	2
140609	1795
127124	0
5788	0
100131234	7
406955	1
406995	0
102800316	0
104266961	0
400800	0
2494	1
554279	1
23528	1098
9928	1438
83479	575
101929224	1
23271	1416
2848	0
55765	2094
23046	169
779	0
647219	0
252839	1063
91156	0
5317	7399
7139	1
3898	4416
7135	11
23612	1000
1465	3452
376693	28
89796	137
100873949	2
100847050	0
100302158	0
55705	4365
102466724	0
149345	27
25802	0
10440	892
6051	3340
102465443	1
1999	10834
9283	12
127829	625
5778	0
148713	0
59352	59
29089	879
4660	2855
127833	69
10765	4302
100506696	31
641515	2
148709	15
5877	381
59349	1753
51094	5411
51706	653
100506747	2
92703	2107
8497	154
4656	0
134	1
4608	0
1116	0
1118	0
100506775	0
730227	1
7832	775
2331	1
5549	0
26254	0
493	3426
677843	0
84719	7
54900	0
9877	7375
100381270	1323
6635	439
284573	0
9580	3598
55224	211
101929441	0
5972	6
3814	2
127845	0
22874	1082
127841	5
84919	3136
5287	3503
100189122	0
100189425	0
4194	1129
10446	1
23114	26
6900	0
388730	18
5929	928
25778	775
9911	26
81788	439
55220	1
284576	0
93273	1
101669762	47
105371697	11
442891	1
100189098	0
5129	543
284578	0
148808	283
2005	3493
85414	393
64710	17500
8934	717
254428	1374
148811	4
284581	165
115019	14
103021296	1
103021295	4
338382	3
1510	357
440712	1
553	0
729533	338
23380	2350
9641	2074
102466202	0
83593	871
1939	937
8444	292
9261	3122
3586	1
29949	121
50604	1
11009	2
9214	76
5284	3918
83953	25
79098	3480
5208	2022
55432	867
725	62
722	0
1604	6028
1380	1
1378	0
1379	0
4179	8126
407026	2
407025	1
148696	4
947	0
105372883	1
5362	2805
642587	6248
406988	86
57172	2
3914	10846
100422894	0
50486	218
3290	0
80342	53
148304	138
3664	10428
27042	820
255928	1
574036	38
56256	368
105373474	1
55733	29
3756	0
55758	751
7188	301
84791	75
343035	0
7779	597
4751	1437
9926	2927
102723727	0
25896	1199
51514	1062
100131205	43
100422947	0
101929541	0
5525	1080
692157	2
55248	260
29937	411
101929565	1
467	279
149647	0
55509	29
25936	647
128387	139
149643	0
642946	85
28982	632
79805	7
90806	531
26750	697
100505832	1
100861504	0
5629	14
105372911	0
56950	756
5784	6242
1063	10450
3776	0
101929612	0
51133	2811
7399	2
102723833	0
2104	4
55105	562
128153	5
103752555	0
100885798	0
101929631	0
51018	362
728463	2
7042	1186
103611157	0
643723	1
127018	349
102723886	4
55532	1
2058	6575
10380	756
55699	4318
406997	0
406969	0
25782	1853
100302234	0
677818	0
6791	22
4139	835
79762	157
54996	282
64757	300
101929730	0
100873924	0
105373280	0
3142	1
400804	0
11221	1010
101929771	4
100189378	0
79802	5
9015	465
100506161	14
375056	3000
64853	1045
148362	1749
400823	0
84976	195
7100	144
55061	277
164127	1
388743	7
824	13085
7159	2622
105369195	183
441124	23
23219	1898
8560	1086
101927143	0
101927164	0
4931	712
100313769	1
29097	853
80232	3968
100616468	0
149111	15
127602	296
3930	2904
55740	5496
6726	3827
2052	1086
9725	2150
10637	2
29920	1425
102466270	0
7044	0
163859	628
3020	5005
64746	2193
83881	0
286826	303
142	8467
375057	0
3707	699
100506443	0
5664	278
56997	334
105379282	2
8476	5470
339500	95
100130093	20
65094	73
116841	520
105373289	2
